review,rating,date,bank,source,language
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen Bank,Google Play,en
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen Bank,Google Play,en
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen Bank,Google Play,en
proud by dashen bank,5,2025-04-06,Dashen Bank,Google Play,en
best,5,2025-04-06,Dashen Bank,Google Play,en
best of best,5,2025-04-05,Dashen Bank,Google Play,en
nice,5,2025-04-04,Dashen Bank,Google Play,en
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen Bank,Google Play,en
real super up,5,2025-04-04,Dashen Bank,Google Play,en
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen Bank,Google Play,en
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen Bank,Google Play,en
good,5,2025-04-04,Dashen Bank,Google Play,en
tanku,5,2025-04-04,Dashen Bank,Google Play,en
very nice,5,2025-04-04,Dashen Bank,Google Play,en
perfect,5,2025-04-03,Dashen Bank,Google Play,en
goood,5,2025-04-02,Dashen Bank,Google Play,en
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen Bank,Google Play,en
it is best app easy to use,5,2025-04-01,Dashen Bank,Google Play,en
It is very easy to use and powerful application.,3,2025-04-01,Dashen Bank,Google Play,en
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,Dashen Bank,Google Play,en
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen Bank,Google Play,en
wallahi very fantastic Bank,5,2025-03-31,Dashen Bank,Google Play,en
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen Bank,Google Play,en
ok,5,2025-03-30,Dashen Bank,Google Play,en
nice app,5,2025-03-29,Dashen Bank,Google Play,en
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen Bank,Google Play,en
good,5,2025-03-28,Dashen Bank,Google Play,en
nice application,4,2025-03-27,Dashen Bank,Google Play,en
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen Bank,Google Play,en
best experiences,5,2025-03-26,Dashen Bank,Google Play,en
too slow to use.,1,2025-03-26,Dashen Bank,Google Play,en
ጥሩ ነው,5,2025-03-25,Dashen Bank,Google Play,en
the worst app in the market only good ui,1,2025-03-22,Dashen Bank,Google Play,en
nic,5,2025-03-22,Dashen Bank,Google Play,en
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,Dashen Bank,Google Play,en
thanks for all digital transaction,5,2025-03-21,Dashen Bank,Google Play,en
Good,4,2025-03-21,Dashen Bank,Google Play,en
Best,5,2025-03-20,Dashen Bank,Google Play,en
Good,5,2025-03-20,Dashen Bank,Google Play,en
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,Dashen Bank,Google Play,en
it's Be Come Busy &not working good,1,2025-03-20,Dashen Bank,Google Play,en
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,Dashen Bank,Google Play,en
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,Dashen Bank,Google Play,en
good and latest,5,2025-03-18,Dashen Bank,Google Play,en
The best App of all,5,2025-03-17,Dashen Bank,Google Play,en
Worst app ever,1,2025-03-15,Dashen Bank,Google Play,en
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen Bank,Google Play,en
Naiycapp,5,2025-03-14,Dashen Bank,Google Play,en
Good,5,2025-03-13,Dashen Bank,Google Play,en
The app is good but it has no USSD option,4,2025-03-13,Dashen Bank,Google Play,en
Hey great,5,2025-03-12,Dashen Bank,Google Play,en
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen Bank,Google Play,en
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen Bank,Google Play,en
It good and easy to use,5,2025-03-11,Dashen Bank,Google Play,en
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen Bank,Google Play,en
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen Bank,Google Play,en
Excellent,5,2025-03-10,Dashen Bank,Google Play,en
Good,5,2025-03-08,Dashen Bank,Google Play,en
Wow Excellent app,5,2025-03-08,Dashen Bank,Google Play,en
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen Bank,Google Play,en
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen Bank,Google Play,en
It's best,5,2025-03-08,Dashen Bank,Google Play,en
no one dashen yichlal,5,2025-03-07,Dashen Bank,Google Play,en
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen Bank,Google Play,en
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen Bank,Google Play,en
good app,5,2025-03-04,Dashen Bank,Google Play,en
Fantastic app,5,2025-03-01,Dashen Bank,Google Play,en
Good,5,2025-02-28,Dashen Bank,Google Play,en
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen Bank,Google Play,en
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen Bank,Google Play,en
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen Bank,Google Play,en
ከጰነጨየጠ,2,2025-02-26,Dashen Bank,Google Play,en
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen Bank,Google Play,en
Excellent app,5,2025-02-24,Dashen Bank,Google Play,en
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen Bank,Google Play,en
No good,1,2025-02-22,Dashen Bank,Google Play,en
Wow amazing app,5,2025-02-21,Dashen Bank,Google Play,en
best platform... Please avoid otp,5,2025-02-21,Dashen Bank,Google Play,en
Super smart app.,5,2025-02-18,Dashen Bank,Google Play,en
best 👍👍,5,2025-02-16,Dashen Bank,Google Play,en
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen Bank,Google Play,en
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen Bank,Google Play,en
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen Bank,Google Play,en
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen Bank,Google Play,en
it's amazing app i have seen ever,5,2025-02-13,Dashen Bank,Google Play,en
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen Bank,Google Play,en
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen Bank,Google Play,en
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen Bank,Google Play,en
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank,Google Play,en
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen Bank,Google Play,en
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen Bank,Google Play,en
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen Bank,Google Play,en
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen Bank,Google Play,en
Good,5,2025-02-07,Dashen Bank,Google Play,en
It doesn't work,1,2025-02-07,Dashen Bank,Google Play,en
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen Bank,Google Play,en
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen Bank,Google Play,en
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen Bank,Google Play,en
"Good app, bad security",3,2025-02-06,Dashen Bank,Google Play,en
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen Bank,Google Play,en
Wonderful Application 😍,5,2025-02-05,Dashen Bank,Google Play,en
I loved it,5,2025-02-05,Dashen Bank,Google Play,en
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen Bank,Google Play,en
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen Bank,Google Play,en
